description,calories,protein,carbs,fat
"Egg, creamed with Bread, pita, whole-wheat and Carrots, raw, salad with Peanut butter and jelly",2148.8,29.3,116.7,37.7
"Lomi salmon with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Salad dressing, NFS, for salads",1240.0,23.9,108.3,78.0
"Beef, steak, sirloin, lean and fat eaten with Crisp, apple and Green beans, raw with Avocado dressing",819.5,45.8,53.8,46.1
"Beverages, Protein powder whey based with Pasta with sauce, NFS and Spinach souffle with Cashews, NFS",929.6,134.0,50.1,21.8
"Beef salad with Pasta with tomato-based sauce and cheese and Salad dressing, NFS, for salads",1000.0,33.7,32.7,80.8
"Fish, tuna, raw with Peanut butter sandwich, with regular peanut butter, on white bread and Fried green beans with Avocados, raw, California",1064.0,61.8,83.9,46.2
"Fish, tuna salad with Seeds, breadfruit seeds, raw and Spinach, raw with Cashews, NFS",680.1,40.2,65.2,29.8
"Yogurt, Greek, plain, lowfat with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Tomatoes, raw with Cashew butter",1288.8,28.8,111.9,41.8
"Burrito, chicken, cheese with Cereal or granola bar (Quaker Chewy Granola Bar) and Soup, tomato",1012.0,29.7,151.4,37.4
"Tofu yogurt with Bread, whole wheat, toasted and Carrots, raw, salad with Avocados, raw, California",1326.0,27.1,114.0,26.6
"Orange chicken with Marmalade, orange and Carrots, raw, salad",2150.0,23.4,150.8,34.8
"Chicken breast, rotisserie, skin eaten with Crisp, apple and Cucumber, for use on a sandwich",601.0,44.4,48.4,26.1
"Orange chicken with Banana nectar and Carrot, dehydrated with Almond paste",913.7,31.5,147.5,24.9
"Eggs, Grade A, Large, egg yolk with Orange, raw and Cucumber and vegetable namasu",2231.0,26.1,31.4,43.6
"Fish, tofu, and vegetables, tempura with Apple, candied and Lobster salad with Almond paste",722.2,19.7,59.6,46.8
"Soup, miso or tofu with Cereal or granola bar (Quaker Granola Bites) and Broccoli, raw with Oil, corn, peanut, and olive",884.1,16.6,109.1,42.9
Salmon salad with Beans and brown rice and Fried broccoli,785.5,30.1,62.9,45.7
"Beef, steak, ribeye, lean and fat eaten with Sweet potato tots and Spinach, creamed with Nuts, walnuts, glazed",885.0,42.3,69.2,57.9
"Egg, creamed with Pasta, cooked and Kale, raw with Cashews, NFS",578.6,25.5,63.6,25.3
"Egg, Benedict with Apple, dried and Cucumber, for use on a sandwich with Avocado, for use on a sandwich",836.5,23.0,115.8,36.0
"Beverages, Protein powder soy based with Apple, baked and Cucumber, raw with Avocado dressing",2679.6,84.8,81.5,19.6
"Yogurt, Greek, plain, lowfat with Seeds, breadfruit seeds, roasted and Guacamole with tomatoes",913.0,26.1,74.2,20.0
"Yogurt, Greek, with oats with Peanut butter sandwich, with regular peanut butter, on wheat bread and Green beans, pickled with Avocado dressing",911.5,38.5,98.2,42.9
"Turkey with gravy with Crisp, berry and Fried broccoli with Cashews, unsalted",840.1,42.3,78.8,39.9
"Nutritional powder mix (EAS Whey Protein Powder) with Seeds, breadfruit seeds, boiled and Salad dressing, NFS, for salads",1259.5,109.3,80.8,55.7
"Beverages, Protein powder soy based with Seeds, breadfruit seeds, roasted and Soup, bean with Nuts, walnuts, english",3218.5,98.7,117.2,22.9
"Turkey with gravy with Flavored rice, brown and wild and Cucumber, cooked",391.5,35.5,34.8,11.6
"Bologna, turkey with Crisp, berry and Spinach, raw with Chia seeds",755.4,27.5,65.0,43.9
"Fish, tuna salad with Bread, pita, whole wheat and Crab salad with Cookie, peanut butter",932.5,49.4,107.9,35.9
"Beverages, Protein powder soy based with Pasta, vegetable, cooked and Fried green beans",2845.0,94.2,106.0,21.4
"Yogurt, Greek, plain, lowfat with Peanut butter sandwich, with regular peanut butter, on white bread and Fried green beans with Avocado, raw",1277.5,40.1,89.8,48.3
"Beef, steak, ribeye, lean and fat eaten with Crisp, apple and Pea salad with Soup, peanut",949.2,42.9,57.2,61.7
"Yogurt, Greek, Blueberry, CHOBANI with Pie, sweet potato and Soup, tomato with Oil, avocado",1069.6,18.9,84.5,30.4
"Chicken breast tenders, breaded, uncooked with Cookie, granola and Cucumber, for use on a sandwich",2362.0,37.4,125.5,50.3
"Eggs, Grade A, Large, egg white with Seeds, breadfruit seeds, raw and Carrots, raw, salad",581.0,28.4,65.0,24.1
"Chicken breast, sauteed, skin eaten with Flavored pasta and Oil, olive, salad or cooking",4139.5,42.3,21.7,119.2
"Yogurt, Greek, strawberry, lowfat with Flavored pasta and Asparagus, canned, cooked with oil",834.0,18.0,42.5,10.7
"Fish, tofu, and vegetables, tempura with Banana nectar and Green bean casserole with Flax seeds",514.2,11.1,46.0,32.0
"Fish oil, salmon with Bread, sweet potato and Cucumber salad made with cucumber and vinegar with Almond oil",1881.1,13.5,74.9,169.4
"Chicken breast, roll, oven-roasted with Pasta with sauce, NFS and Kale, raw with Oil, walnut",1620.5,33.6,35.8,31.8
"Nutritional powder mix (EAS Soy Protein Powder) with Banana chips and Muffin, carrot with Flax seeds",1781.8,82.6,203.1,74.6
"Fish, salmon, canned with Bread, pita, whole wheat and Carrots, raw, salad",809.0,52.9,101.5,24.6
"Beef, steak, ribeye, lean and fat eaten with Bananas, dehydrated, or banana powder and Muffin, carrot",1266.5,46.1,176.9,48.4
"Beef, steak, sirloin, lean and fat eaten with Cookie, granola and Carrot, dehydrated",1430.0,62.1,179.7,52.9
"Beef, steak, sirloin, lean and fat eaten with Pasta with sauce, NFS and Cucumber, raw",596.5,48.8,31.7,29.0
"Eggs, Grade A, Large, egg yolk with Flavored rice, brown and wild and Guacamole with tomatoes",2404.0,30.2,38.6,59.5
"Beef and broccoli with Pasta with sauce, NFS and Kale, frozen, unprepared with Olive oil",678.5,27.1,41.2,35.3
"Yogurt, Greek, plain, nonfat with Flavored rice, brown and wild and Salad dressing, NFS, for salads",680.5,20.9,40.4,48.3
"Soup, miso or tofu with Seeds, breadfruit seeds, raw and Kale, raw with Almonds, flavored",447.4,20.3,54.7,19.1
"Chicken breast, rotisserie, skin not eaten with Banana, raw and Crab salad",549.5,52.6,35.3,21.7
"Beef, steak, sirloin, lean and fat eaten with Flour, rice, brown and Green beans, raw with Cashew butter",1071.8,53.9,125.2,39.0
"Beef salad with Quinoa, uncooked and Broccoli, raw with Nuts, walnuts, english",3151.5,52.8,109.0,48.2
"Orange chicken with Cereal or granola bar (Quaker Chewy Granola Bar) and Bean salad, yellow and/or green string beans",1129.0,33.7,152.0,48.9
"Almond chicken with Peanut butter sandwich, with regular peanut butter, on wheat bread and Salad dressing, NFS, for salads",1292.5,47.6,68.7,95.0
"Fish, tuna salad with Rice flour, brown and Muffin, carrot",1139.0,39.9,173.3,31.3
"Beef, steak, sirloin, lean only eaten with Pasta with vegetables, no sauce or dressing and Asparagus, raw with Seeds, chia seeds, dried",697.9,53.4,44.8,27.0
"Mayonnaise, made with tofu with Peanut butter sandwich, with regular peanut butter, on white bread and Fried broccoli",2821.0,34.0,86.8,90.9
"Salmon salad with Bananas, dehydrated, or banana powder and Pea salad",1018.5,25.0,147.2,42.8
"Eggs, Grade A, Large, egg yolk with Apple, dried and Tomato powder",2766.5,38.6,175.1,44.1
"Fish, tuna, NFS with Pasta with cream sauce, restaurant and Asparagus, canned, cooked with oil with Almond oil",611.1,36.2,25.9,40.9
"Lomi salmon with Flour, rice, brown and Asparagus, frozen, unprepared",661.5,25.3,122.3,8.8
"Veggie burger, on bun with Flavored rice, brown and wild and Cucumber, for use on a sandwich",511.0,24.1,78.2,11.2
"Frankfurter, turkey with Pasta with sauce, NFS and Cucumber, raw",1603.0,27.7,37.4,30.0
"Eggs, Grade A, Large, egg whole with Pasta with vegetables, no sauce or dressing and Carrot, dehydrated with Avocado, raw",1506.5,33.7,117.0,23.9
"Eggs, Grade A, Large, egg white with Sherbet, orange and Green beans, pickled",1039.5,19.3,60.1,3.2
"Fish, tuna, raw with Cobbler, berry and Oil, olive, salad or cooking",4210.0,40.6,54.3,114.0
"Mayonnaise, made with tofu with Peanut butter sandwich, with regular peanut butter, on wheat bread and Bean salad, yellow and/or green string beans",2704.0,35.2,73.7,83.4
"Orange chicken with Pie, sweet potato and Soup, pepperpot",887.5,32.2,102.1,39.4
"Fish, tuna, canned with Pasta with vegetables, no sauce or dressing and Muffin, carrot with Nuts, walnuts, glazed",732.5,41.4,86.3,25.3
"Beef, steak, ribeye, lean and fat eaten with Cereal or granola bar (Quaker Chewy Granola Bar) and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Cashew butter",2401.8,57.5,140.3,79.5
"Nutritional powder mix, protein, NFS with Bread, whole wheat, toasted and Spinach, raw",973.5,140.3,82.8,8.8
"Nutritional powder mix (EAS Soy Protein Powder) with Bread, pita, whole wheat and Carrots, raw with Oil, walnut",1599.5,87.0,159.4,23.2
"Yogurt, Greek, Blueberry, CHOBANI with Rice flour, brown and Tomatoes, raw with Walnuts, honey roasted",1179.2,24.0,142.3,13.4
"Eggs, Grade A, Large, egg yolk with Sherbet, orange and Oil, olive, salad or cooking",6703.0,25.9,47.1,146.2
"Chicken breast, roll, oven-roasted with Orange, raw and Spinach, raw with Almond butter",1041.2,29.2,25.9,20.2
"Chicken breast, sauteed, skin eaten with Cobbler, berry and Crab salad",843.5,52.0,55.6,45.1
"Fish, salmon, canned with Pie, berry and Pea salad",843.0,44.6,69.9,43.5
"Chicken breast, roll, oven-roasted with Quinoa, cooked and Spinach souffle with Cashews, salted",1237.7,36.4,46.5,30.1
"Fat, turkey with Banana chips and Tomato powder",2430.5,16.4,162.3,200.5
"Eggs, Grade A, Large, egg yolk with Sweet potato paste and Cucumber salad made with cucumber and vinegar with Avocado, raw",2615.5,25.8,122.3,46.0
"Beverages, Protein powder whey based with Banana chips and Green beans, pickled with Avocado dressing",1424.5,122.5,109.1,59.5
"Fish oil, salmon with Quinoa, cooked and Cucumber and vegetable namasu with Walnut oil",1721.6,7.1,44.2,168.1
"Chicken breast, rotisserie, skin eaten with Flavored rice, brown and wild and Cucumber, cooked",466.5,44.4,32.5,17.9
"Tofu yogurt with Cereal, granola and Spinach, creamed with Cashews, salted",1397.7,24.6,135.8,35.4
"Yogurt, Greek, with oats with Crisp, berry and Asparagus, canned, cooked with oil",610.5,21.0,81.6,23.7
"Beef, steak, strip, lean and fat eaten with Bread, oatmeal and Pea salad",976.5,54.9,83.4,45.6
"Egg, Benedict with Banana chips and Kale, frozen, unprepared",1326.5,26.8,105.2,84.0
"Yogurt, Greek, strawberry, lowfat with Banana nectar and Soup, tomato with Oil, walnut",1343.5,13.3,49.1,19.5
"Yogurt, Greek, strawberry, lowfat with Cereal or granola bar (Quaker Chewy Granola Bar) and Crab salad with Cashews, salted",1560.2,32.3,129.7,51.7
"Egg, creamed with Quinoa, no added fat and Tomato powder",704.0,31.2,114.8,18.8
"Beverages, Protein powder whey based with Orange Blossom and Cucumber, cooked with Avocado, for use on a sandwich",744.0,119.0,28.0,8.1
"Turkey with gravy with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber, for use on a sandwich with Oil, walnut",1478.5,42.6,102.8,51.0
"Almond chicken with Beans and brown rice and Carrots, raw, salad",747.5,34.3,60.7,42.3
"Frankfurter, turkey with Marmalade, orange and Green bean casserole",3000.5,20.7,112.2,28.2
"Beef, steak, ribeye, lean and fat eaten with Bread, whole wheat, with raisins and Crab salad with Chia seeds",1129.4,60.1,92.1,59.2
"Bologna, turkey with Rice flour, brown and Spinach souffle",986.0,33.7,128.9,36.8
"Burrito, chicken, cheese with Pasta, vegetable, cooked and Soup, bean",625.0,31.1,93.9,13.0
"Yogurt, Greek, Blueberry, CHOBANI with Bread, oatmeal and Green bean casserole with Avocados, raw, California",1078.5,25.7,100.3,11.5
"Eggs, Grade A, Large, egg white with Quinoa, uncooked and Oil, olive, salad or cooking",6092.5,37.2,99.8,109.1
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Spinach, creamed",901.5,29.1,109.0,37.3
"Fish, tuna, NFS with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber and vegetable namasu",903.5,40.2,109.8,32.2
"Mayonnaise, made with tofu with Cookie, granola and Soup, pepperpot with Walnut oil",2944.6,26.7,111.4,94.9
"Beverages, Protein powder soy based with Cereal or granola bar (Quaker Chewy Granola Bar) and Spinach souffle",3185.0,97.6,155.8,41.8
"Egg burrito with Cobbler, berry and Green beans, pickled with Cashews, NFS",860.1,24.3,100.3,41.1
"Eggs, Grade A, Large, egg whole with Oatmeal, NFS and Oil, olive, salad or cooking",4739.5,21.9,18.2,118.9
"Yogurt, Greek, Blueberry, CHOBANI with Banana, raw and Spinach, raw",687.0,14.8,55.7,1.4
"Chicken breast tenders, breaded, uncooked with Cereal or granola bar (Quaker Chewy Granola Bar) and Broccoli, raw",2316.0,33.1,134.1,48.9
"Bologna, turkey with Seeds, breadfruit seeds, boiled and Soup, pepperpot",656.5,28.1,61.8,33.2
"Beef, steak, ribeye, lean only eaten with Bread, sweet potato and Muffin, carrot",1020.5,57.7,112.5,38.3
"Lomi salmon with Banana, raw and Green beans, pickled",289.5,14.1,50.0,3.5
"Fish, tuna, canned with Orange Blossom and Cucumber, raw with Almond butter",386.6,33.1,20.2,9.9
"Orange chicken with Cereal, granola and Kale, frozen, unprepared with Almond paste",1207.7,40.4,146.8,43.2
"Eggs, Grade A, Large, egg whole with Bananas, dehydrated, or banana powder and Bean salad, yellow and/or green string beans",1553.5,28.0,146.9,22.7
"Turkey with gravy with Sweet potato paste and Kale, raw",680.0,34.3,119.5,7.2
"Fish, tuna, cooked with Banana chips and Green beans, pickled",1096.5,50.5,98.6,58.4
"Veggie burger, on bun with Oatmeal, NFS and Green beans, pickled",504.0,24.3,74.0,12.0
"Almond chicken with Marmalade, orange and Crab salad with Oil, avocado",2158.1,33.3,107.4,50.6
"Nutritional powder mix, protein, NFS with Flour, rice, brown and Green beans, pickled with Soup, peanut",1142.7,130.1,134.9,9.2
"Chicken breast, roll, oven-roasted with Cobbler, berry and Kale, raw with Nuts, walnuts, english",1635.5,31.1,63.5,36.0
"Nutritional powder mix, protein, NFS with Cereal, granola and Green beans, pickled with Nuts, walnuts, glazed",1287.0,134.8,128.5,27.5
"Beef salad with Crisp, berry and Tomato powder",1035.5,44.8,128.3,44.1
"Orange chicken with Seeds, breadfruit seeds, boiled and Carrot, dehydrated with Peanut butter",1075.7,41.1,164.6,31.7
"Chicken breast, roll, oven-roasted with Rice flour, brown and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",2637.5,44.7,147.9,29.8
"Yogurt, Greek, with oats with Banana nectar and Broccoli, raw with Walnut oil",506.1,16.8,63.3,21.0
"Fish oil, salmon with Apple, baked and Tomatoes, raw with Soup, peanut",1555.7,1.8,39.3,155.7
"Frankfurter, turkey with Sweet potato chips and Carrots, raw, salad",2405.0,23.9,108.1,90.0
"Fish, tofu, and vegetables, tempura with Seeds, breadfruit seeds, boiled and Carrot, dehydrated",858.5,22.1,134.4,28.9
"Beef, steak, strip, lean and fat eaten with Quinoa, uncooked and Carrots, raw",2747.0,61.4,106.0,34.3
"Tofu, fried with Seeds, breadfruit seeds, raw and Kale, raw",2016.5,42.2,61.5,40.2
"Fish, salmon, fried with Pie, berry and Fried broccoli",1142.5,35.2,99.3,67.0
"Egg, creamed with Sweet potato chips and Spinach, raw with Almond paste",1111.2,20.3,102.7,68.6
"Beef, steak, sirloin, lean only eaten with Pasta, vegetable, cooked and Cucumber and vegetable namasu",572.0,49.3,52.0,17.3
"Salmon salad with Pasta with tomato-based sauce and cheese and Cucumber, raw with Almond paste",582.7,23.8,36.7,37.6
"Fish, tuna, raw with Quinoa, uncooked and Crab salad",2661.5,67.1,97.6,25.7
"Chicken breast, roll, oven-roasted with Apple, baked and Tomatoes, raw with Chia seeds",1105.4,25.7,47.1,21.0
"Fish, tuna, canned with Bread, sweet potato and Oil, olive, salad or cooking with Peanut butter",4278.7,44.8,71.5,113.4
"Chicken breast, rotisserie, skin not eaten with Crisp, apple and Carrot, dehydrated with Nuts, walnuts, english",1290.5,56.7,126.9,31.0
"Chicken breast, rotisserie, skin eaten with Pasta with tomato-based sauce, restaurant and Cucumber, cooked with Cookie, peanut butter",618.5,46.7,39.8,30.2
"Fish, tuna, NFS with Pasta with cream sauce, restaurant and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1683.5,46.1,54.0,36.5
"Beverages, Protein powder whey based with Banana nectar and Carrot, dehydrated with Cashews, NFS",1066.1,127.9,120.9,11.0
"Chicken breast, sauteed, skin eaten with Quinoa, fat added and Asparagus, raw",613.0,47.1,34.2,24.2
"Beef and broccoli with Banana chips and Soup, pepperpot with Oil, walnut",1664.5,22.2,102.0,87.1
"Yogurt, Greek, Blueberry, CHOBANI with Quinoa, uncooked and Fried broccoli",3047.5,36.3,137.9,22.3
"Burrito, chicken, cheese with Crisp, berry and Soup, bean",775.0,29.5,103.3,27.5
"Frankfurter, turkey with Seeds, breadfruit seeds, raw and Salad dressing, NFS, for salads",2116.0,30.7,55.4,78.9
"Fish, tuna, canned with Orange Blossom and Bean salad, yellow and/or green string beans",383.5,32.9,27.1,6.8
"Beverages, Protein powder whey based with Oatmeal, multigrain and Lobster salad",799.0,130.6,28.9,18.4
"Salmon salad with Pasta, vegetable, cooked and Green beans, pickled",565.5,24.6,54.9,26.5
"Beverages, Protein powder whey based with Apple, baked and Soup, tomato",716.5,118.3,47.1,7.4
"Beef, steak, sirloin, lean only eaten with Marmalade, orange and Asparagus, frozen, unprepared",1893.0,45.8,103.5,17.2
"Fish, tuna, canned with Pasta, gluten free and Green beans, pickled",450.0,34.9,68.2,3.2
"Lomi salmon with Bread, whole wheat, toasted and Salad dressing, NFS, for salads",938.5,32.9,81.9,53.2
"Pastrami, turkey with Pasta with sauce, NFS and Spinach, creamed with Cashews, unsalted",573.6,37.9,44.6,26.5
"Yogurt, Greek, with oats with Oatmeal, NFS and Soup, pepperpot with Walnut oil",561.1,20.2,53.6,30.2
"Salmon salad with Snacks, rice cakes, brown rice, buckwheat and Guacamole with tomatoes with Cashews, salted",1121.2,33.8,137.0,51.5
"Fish oil, salmon with Banana nectar and Asparagus, frozen, unprepared with Chia seeds",1560.9,6.1,37.4,155.0
"Soup, miso or tofu with Rice flour, brown and Pea salad",760.5,17.1,128.8,19.5
"Cottage cheese, farmer's with Apple, baked and Cucumber, raw with Cookie, peanut butter",478.4,18.9,52.2,23.0
"Chicken breast, rotisserie, skin eaten with Banana, raw and Salad dressing, NFS, for salads with Avocado, for use on a sandwich",862.0,42.3,41.4,58.7
"Fish, tuna salad with Pasta, vegetable, cooked and Green beans, pickled with Avocado dressing",590.5,32.7,66.0,20.8
"Beverages, Protein powder whey based with Peanut butter sandwich, with regular peanut butter, on white bread and Pea salad with Cookie, peanut butter",1352.0,142.3,88.5,50.2
"Fish, salmon, canned with Bread, sweet potato and Kale, frozen, unprepared",681.5,52.5,73.0,11.1
"Yogurt, Greek, strawberry, lowfat with Peanut butter sandwich, with regular peanut butter, on white bread and Asparagus, raw",1316.5,35.3,82.1,34.3
"Beverages, Protein powder soy based with Cookie, granola and Green bean casserole with Avocado, for use on a sandwich",3206.0,100.4,151.7,39.1
"Fish oil, salmon with Banana nectar and Green beans, raw with Almond butter",1600.2,5.5,37.6,158.4
"Salmon salad with Sweet potato chips and Asparagus, canned, cooked with oil with Avocado, for use on a sandwich",1182.0,23.0,92.6,80.1
"Beef, steak, strip, lean and fat eaten with Sweet potato paste and Salad dressing, NFS, for salads",1280.5,41.4,118.6,70.0
"Tofu yogurt with Cookie, oatmeal and Asparagus, frozen, unprepared",1290.0,17.8,131.2,30.1
"Beverages, Protein powder soy based with Pasta with tomato-based sauce and cheese and Asparagus, canned, cooked with oil with Chia seeds",2726.4,93.6,74.5,23.7
"Fish, tuna salad with Sweet potato chips and Carrot, dehydrated with Soup, peanut",1428.2,37.0,179.8,64.5
"Nutritional powder mix, protein, NFS with Quinoa, no added fat and Guacamole with tomatoes with Chia seeds",925.9,128.1,55.6,22.9
"Fish, salmon, fried with Quinoa, uncooked and Soup, tomato",2789.5,48.0,117.5,40.5
"Beef, steak, sirloin, lean only eaten with Cookie, oatmeal and Spinach, raw",1026.0,54.2,105.5,44.8
"Egg burrito with Bread, sweet potato and Soup, bean",802.0,33.1,109.8,25.6
"Turkey with gravy with Banana chips and Tomatoes, raw with Chia seeds",1058.9,37.4,100.3,60.5
"Beef, steak, ribeye, lean only eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber, cooked with Soup, peanut",1123.2,52.2,102.1,55.4
"Beef, steak, sirloin, lean only eaten with Bread, whole wheat and Cucumber, for use on a sandwich",721.0,61.1,67.6,22.5
"Chicken breast, rotisserie, skin eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber, raw with Oil, corn, peanut, and olive",1131.1,51.5,100.5,57.3
"Yogurt, Greek, Blueberry, CHOBANI with Bread, sweet potato and Soup, tomato",895.0,24.5,90.9,5.1
"Lomi salmon with Bread, whole wheat, with raisins and Muffin, carrot with Almonds, flavored",928.9,32.3,136.9,30.2
"Lomi salmon with Pie, sweet potato and Kale, NS as to form, cooked with Almonds, flavored",652.4,24.8,74.2,29.7
"Eggs, Grade A, Large, egg whole with Pasta, gluten free and Green beans, raw with Cashews, unsalted",1321.6,27.6,70.7,23.9
"Nutritional powder mix (EAS Soy Protein Powder) with Quinoa, uncooked and Oil, olive, salad or cooking",6617.5,92.6,162.2,114.5
"Chicken breast tenders, breaded, uncooked with Peanut butter sandwich, with regular peanut butter, on white bread and Salad dressing, NFS, for salads with Almond butter",2749.2,47.3,91.3,106.5
"Chicken breast, sauteed, skin eaten with Flavored pasta and Cucumber and vegetable namasu",495.5,42.8,33.9,19.4
"Soup, miso or tofu with Bread, whole wheat, with raisins and Asparagus, raw with Seeds, chia seeds, dried",628.9,20.9,98.2,12.2
"Fish, tuna, cooked with Sweet potato paste and Carrot, dehydrated",1062.5,54.3,192.3,9.7
"Beverages, Protein powder whey based with Bread, sweet potato and Green beans, raw",929.5,132.1,84.9,6.9
"Chicken breast, rotisserie, skin eaten with Pasta with cream sauce, restaurant and Spinach, creamed with Walnuts, honey roasted",758.7,49.0,33.9,47.1
"Fish, tuna salad with Cobbler, berry and Bean salad, yellow and/or green string beans",736.0,31.5,81.4,32.2
"Beverages, Protein powder whey based with Banana nectar and Carrots, raw, salad",851.0,118.8,54.0,18.3
"Egg burrito with Sweet potato tots and Green beans, raw",700.0,21.7,93.4,34.9
"Beef, steak, sirloin, lean and fat eaten with Orange Blossom and Carrots, raw, salad with Soup, peanut",765.2,41.9,32.9,41.9
"Burrito, beef, cheese with Flour, rice, brown and Cucumber and vegetable namasu with Cookie, peanut butter",1075.0,32.5,176.7,25.5
"Tofu, fried with Pasta, vegetable, cooked and Green beans, raw with Olive oil",2062.0,37.0,60.5,45.7
"Beverages, Protein powder whey based with Apple, dried and Asparagus, raw",977.5,120.7,112.1,2.9
"Beef, steak, ribeye, lean and fat eaten with Sweet potato chips and Cucumber salad made with cucumber and vinegar with Avocado, for use on a sandwich",1285.0,40.4,92.9,83.1
"Eggs, Grade A, Large, egg white with Pasta with sauce, NFS and Fried broccoli with Avocado dressing",557.0,29.4,55.8,23.2
"Egg, creamed with Orange Blossom and Cucumber, for use on a sandwich",385.0,13.2,25.2,16.1
"Nutritional powder mix (EAS Soy Protein Powder) with Cookie, granola and Asparagus, raw",1388.5,88.3,169.8,31.9
"Veggie burger, on bun with Orange, raw and Spinach souffle with Flax seeds",620.8,29.2,76.2,22.2
"Beef salad with Crisp, apple and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1964.0,43.0,80.1,57.6
"Veggie burger, on bun with Pasta with sauce, NFS and Spinach, raw with Cashews, salted",637.2,33.3,82.1,19.4
Tofu yogurt with Beans and brown rice and Pea salad with Chia seeds,1086.9,20.3,77.4,28.1
"Yogurt, Greek, strawberry, lowfat with Bread, whole wheat and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",2289.5,42.7,113.6,23.4
"Eggs, Grade A, Large, egg white with Flour, rice, brown and Carrots, raw with Avocado, for use on a sandwich",698.0,28.0,127.7,8.2
"Salmon salad with Bread, sweet potato and Carrots, raw",725.0,30.1,81.8,30.6
"Egg, Benedict with Pasta with sauce, NFS and Soup, tomato",638.5,30.2,45.1,37.4
"Chicken breast, rotisserie, skin not eaten with Quinoa, fat added and Carrots, raw",479.0,49.2,40.0,13.7
"Nutritional powder mix (EAS Soy Protein Powder) with Pasta with vegetables, no sauce or dressing and Spinach, raw with Almond oil",983.1,81.0,103.0,26.3
"Chicken breast, rotisserie, skin not eaten with Oatmeal, multigrain and Carrots, raw",344.0,46.1,28.0,6.3
"Yogurt, Greek, strawberry, lowfat with Pie, sweet potato and Crab salad",1250.0,29.1,81.3,34.4
"Fish, tuna, canned with Seeds, breadfruit seeds, roasted and Spinach, raw",465.0,40.6,62.7,6.1
"Chicken breast, rotisserie, skin not eaten with Apple, dried and Oil, olive, salad or cooking",4280.5,43.5,98.8,105.8
"Tofu, fried with Pasta, cooked and Pea salad with Nuts, walnuts, glazed",2185.5,41.1,77.1,51.1
"Nutritional powder mix, protein, NFS with Pasta with vegetables, no sauce or dressing and Spinach, creamed with Avocado, for use on a sandwich",858.0,126.6,51.4,15.9
"Beef salad with Cereal, granola and Kale, frozen, unprepared",1137.5,44.2,110.3,49.0
"Egg burrito with Apple, dried and Soup, pepperpot with Oil, avocado",961.6,20.8,135.7,41.8
"Fat, turkey with Seeds, breadfruit seeds, boiled and Tomatoes, raw",1622.0,8.8,52.0,153.5
"Burrito, beef, cheese with Oatmeal, multigrain and Kale, raw with Cashews, salted",606.2,28.2,69.9,25.3
"Turkey with gravy with Bread, whole wheat and Fried broccoli with Avocado dressing",855.5,53.7,90.5,29.9
"Yogurt, Greek, Blueberry, CHOBANI with Snacks, rice cakes, brown rice, buckwheat and Cucumber, raw with Peanut butter and jelly",1165.3,26.6,149.2,9.6
"Fish, tuna, NFS with Bread, pita, whole-wheat and Fried broccoli with Soup, peanut",2013.7,48.0,107.6,17.6
"Turkey with gravy with Cereal, granola and Asparagus, canned, cooked with oil",862.5,47.5,105.8,28.2
"Beef, steak, ribeye, lean and fat eaten with Quinoa, uncooked and Fried green beans with Almond butter",3062.7,63.5,122.3,62.3
"Fish oil, salmon with Banana chips and Pea salad",2311.5,6.4,98.2,214.4
"Egg, creamed with Pasta with vegetables, no sauce or dressing and Carrot, dehydrated with Olive oil",914.0,26.5,122.5,37.3
"Bologna, turkey with Pasta with tomato-based sauce, restaurant and Cucumber salad made with cucumber and vinegar with Peanut butter",677.2,26.0,44.8,43.8
"Fish oil, salmon with Apple, candied and Spinach, creamed with Almond butter",1740.2,7.5,53.7,167.2
"Veggie burger, on bun with Apple, dried and Tomatoes, raw with Oil, avocado",853.1,21.7,149.1,23.6
"Yogurt, Greek, with oats with Rice flour, brown and Tomatoes, raw with Cashews, NFS",874.1,27.8,153.7,16.9
"Eggs, Grade A, Large, egg yolk with Apple, dried and Kale, frozen, unprepared with Flax seeds",2662.2,31.1,110.4,49.7
"Chicken breast tenders, breaded, uncooked with Peanut butter sandwich, with regular peanut butter, on white bread and Asparagus, canned, cooked with oil",2268.0,44.9,84.7,57.6
"Turkey with gravy with Banana, raw and Kale, NS as to form, cooked",402.0,34.9,41.0,9.9
"Chicken breast, rotisserie, skin eaten with Cookie, granola and Soup, bean",1025.5,58.0,111.8,38.7
"Mayonnaise, made with tofu with Pie, sweet potato and Carrot, dehydrated",2769.5,24.5,145.8,63.8
"Burrito, chicken, cheese with Bread, whole wheat, toasted and Kale, raw with Seeds, chia seeds, dried",892.4,46.3,124.3,24.0
