description,calories,protein,carbs,fat
"Turnover or breakfast pocket, egg with Sherbet, orange and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",1547.0,18.6,106.1,40.4
"Turkey, ground, fat free, pan-broiled crumbles with Cookie, oatmeal sandwich, with creme filling and Gelatin salad with vegetables",884.5,52.9,97.4,31.5
"Frozen yogurt, vanilla with Cookie, oatmeal, reduced sugar and Bean cake",1278.0,17.5,187.1,53.8
"Yogurt parfait, with fruit with Coffee cake, crumb or quick-bread type, with fruit and Bean cake with Chia seeds",1125.9,22.5,155.6,47.0
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Apple, dried and Carrots, glazed, cooked",599.5,13.9,134.0,5.5
"Frozen yogurt sandwich with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1266.0,19.0,162.0,60.3
"Frozen yogurt, chocolate with Rice cake and Carrots, raw with Cookie, peanut butter, sugar free",907.0,17.6,171.3,16.7
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Pie, apple, prepared from recipe and Carrots, glazed, cooked with Cookie, peanut butter, with chocolate",700.8,9.4,108.4,27.0
"McDONALD'S, Fruit 'n Yogurt Parfait with Pudding, bread and Carrots, raw with Cookie, peanut butter",1007.5,14.7,84.7,13.1
"Frozen yogurt, vanilla with Doughnuts, cake-type, plain, chocolate-coated or frosted and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1290.0,17.1,189.7,53.2
"Tofu yogurt with Pie, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1275.0,11.2,93.3,45.9
"Frozen yogurt, NFS with Pie, banana cream and Carrots, glazed, cooked with Cookie, peanut butter, sugar free",792.0,10.6,105.8,37.1
"Frozen yogurt bar, chocolate with Cream of rice and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",745.7,10.1,117.0,26.2
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or granola bar (Quaker Granola Bites) and Burrito bowl, with beans with Cookie, peanut butter sandwich",1391.7,31.0,145.7,33.2
"Yogurt, Greek, Blueberry, CHOBANI with Doughnuts, cake-type, plain, chocolate-coated or frosted and Carrots, raw",1236.5,19.1,105.8,38.4
"Turkey, ground, fat free, pan-broiled crumbles with Cereal or granola bar (Quaker Chewy Granola Bar) and Carrot, dehydrated",1194.5,64.1,184.9,30.4
"Yogurt, Greek, plain, lowfat with Oat milk and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, butterscotch, brownie",832.8,18.4,37.1,29.5
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cereal, rice crispy, flavored and Carrots, glazed, cooked with Cookie, peanut butter, sugar free",825.0,19.8,155.2,13.9
"Turkey, ground, fat free, pan-broiled crumbles with Cereal, rice crispy, plain and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1003.5,59.9,132.7,26.1
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Puddings, rice, dry mix, prepared with whole milk and Carrot, dehydrated with Cookie, peanut butter sandwich",1264.7,24.2,121.8,14.0
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cookie, oatmeal and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",1212.2,23.0,166.0,52.9
"Yogurt, Greek, with oats with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Bean cake with Nuts, walnuts, glazed",1344.0,26.9,188.6,57.6
"Yogurt parfait, lowfat, with fruit and granola with Cereal or Granola bar, NFS and Carrots, raw",876.5,21.1,130.1,31.5
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie, blueberry, commercially prepared and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter",761.5,15.7,79.9,43.1
"Frozen yogurt, vanilla with Crisp, apple and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",760.0,10.5,91.2,40.5
"Ramen bowl with chicken with Cream of rice and Cake or cupcake, carrot",666.5,14.8,97.8,23.4
"Tofu yogurt with Banana, raw and Fruit salad, excluding citrus fruits, with pudding",873.5,8.2,76.2,9.6
"Frozen yogurt, vanilla with Banana, raw and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",455.4,7.9,88.4,8.5
"Yogurt, Greek, Blueberry, CHOBANI with Puddings, rice, dry mix, prepared with whole milk and Cake, pudding-type, carrot, dry mix",1690.0,20.8,129.4,14.4
"Yogurt parfait, with fruit with Pie fillings, blueberry, canned and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",674.5,10.3,104.3,24.2
"Fruit smoothie, with whole fruit and dairy, added protein with Pie, banana cream and Bean cake",958.5,20.5,113.5,47.5
"Yogurt, Greek, with oats with Banana nectar and Gelatin salad with vegetables",395.5,15.7,71.1,5.7
"Turnover or hot pocket, beef with Coffee cake, crumb or quick-bread type, with fruit and Gelatin salad with vegetables",893.5,23.3,126.0,33.1
"Fruit smoothie, with whole fruit and dairy, added protein with Cream of rice and Carrot, dehydrated",563.0,20.9,117.6,3.5
"Chicken, ground, crumbles, cooked, pan-browned with Pie fillings, apple, canned and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1153.5,37.0,52.2,36.8
"Fish timbale or mousse with Doughnuts, cake-type, plain, chocolate-coated or frosted and Carrots, raw with Cookies, peanut butter sandwich, regular",1017.2,24.7,99.4,57.6
"Yogurt, Greek, plain, lowfat with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Bean cake",1000.5,20.7,63.5,24.3
"Yogurt, Greek, plain, lowfat with Pie, apple, prepared from recipe and Cake or cupcake, carrot",1229.0,21.0,113.4,39.1
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cereal, rice crispy, flavored and Burrito bowl, with beans",825.0,27.1,164.2,7.0
"Yogurt, Greek, plain, nonfat with Cookies, oatmeal sandwich, with creme filling and Carrots, glazed, cooked with Cookie, butter or sugar",855.1,21.1,116.3,33.7
"Frozen yogurt sandwich with Pie, apple, fast food and Carrots, raw with Cookie, butterscotch, brownie",884.8,11.9,134.7,36.2
"Ramen bowl with beef with Cereal, rice crispy, plain and Carrots, glazed, cooked",839.5,21.6,160.1,12.4
"Ramen bowl with beef with Banana, raw and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cake, pound, commercially prepared, other than all butter, enriched",656.4,13.9,78.6,31.6
"Tofu yogurt with Apple, candied and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",911.4,9.5,90.3,8.6
"Turkey, ground, fat free, pan-broiled crumbles with Cobbler, berry and Fruit salad, excluding citrus fruits, with pudding",710.0,53.4,72.4,23.8
"Frozen yogurts, chocolate with Pie, blueberry, prepared from recipe and Fruit salad, including citrus fruits, with marshmallows",1432.0,10.4,99.6,42.4
"Turkey, ground, fat free, pan-broiled crumbles with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter",1168.5,59.2,131.0,51.6
"Fruit smoothie, with whole fruit and dairy, added protein with Bread, pound cake type, pan de torta salvadoran and Carrots, raw with Nuts, walnuts, glazed",822.5,23.7,108.8,33.6
"Turnover or breakfast pocket, egg with Pie, apple and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",1160.2,22.2,126.1,63.7
"Yogurt, Greek, plain, lowfat with Oat milk and Carrots, glazed, cooked",622.0,16.8,31.3,9.2
"SILK Key Lime soy yogurt with Oat milk and Bean cake with Almond milk, chocolate",1040.0,10.4,85.5,26.9
"Turkey, ground, fat free, pan-broiled crumbles with Pie, apple, prepared from recipe and Cake, pudding-type, carrot, dry mix",1039.0,56.2,134.9,32.6
"Turnover or hot pocket, beef with Crisp, berry and Gelatin salad with vegetables with Almond milk, chocolate",759.0,22.2,101.1,30.2
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie, apple, fast food and Fruit salad, excluding citrus fruits, with pudding",818.0,14.4,107.9,38.7
"Ramen bowl with chicken with Pudding, rice and Burrito bowl, with beans",480.0,23.4,68.0,12.4
"Ramen bowl with beef with Banana pudding and Fruit salad, including citrus fruits, with marshmallows",689.5,15.9,82.0,33.3
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Crisp, berry and Cake, pudding-type, carrot, dry mix with Chia seeds",964.9,16.4,161.3,30.8
"Frozen yogurt, vanilla with Pie fillings, apple, canned and Cake or cupcake, carrot with Cookie, peanut butter",1265.5,8.5,132.1,26.6
"Turnover or breakfast pocket, egg with Banana, raw and Cake, pudding-type, carrot, dry mix",958.0,21.2,159.6,27.2
"Yogurt, Greek, plain, lowfat with Apple pie filling and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",847.5,16.9,58.1,23.3
"Turkey, ground, fat free, pan-broiled crumbles with Banana pudding and Fruit salad, excluding citrus fruits, with marshmallows",717.5,53.2,59.5,29.9
"Yogurt, Greek, with oats with Pie, blueberry, prepared from recipe and Bean cake with Cookie, butter or sugar",1074.6,24.5,140.3,47.7
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Blueberry pie filling and Carrot, dehydrated with Cookie, butterscotch, brownie",764.8,19.3,157.0,9.3
"Frozen yogurt, NFS with Banana nectar and Carrots, glazed, cooked with Cookie, peanut butter, sugar free",476.9,7.3,84.3,13.0
"Ramen bowl with beef with Rice cake and Bean cake with Cookie, peanut butter sandwich",1279.2,28.0,204.5,38.8
"Frozen yogurt sandwich with Cookie, shortbread and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter, sugar free",1399.5,17.3,171.8,72.5
"Yogurt, Greek, Blueberry, CHOBANI with Pie, blueberry and Cake or cupcake, carrot",1338.5,17.6,127.9,41.2
"Yogurt, Greek, plain, lowfat with Cream of rice and Carrots, raw",605.0,17.6,38.5,3.3
"Turnover or hot pocket, beef with Doughnuts, cake-type, plain, chocolate-coated or frosted and Fruit salad, excluding citrus fruits, with pudding",1164.5,24.8,131.8,59.7
"Yogurt parfait, with fruit with Crisp, apple and Cake or cupcake, carrot",852.5,14.6,121.2,35.2
"Fish timbale or mousse with Coffee cake, crumb or quick-bread type and Fruit salad, excluding citrus fruits, with pudding with Cookies, peanut butter sandwich, regular",1026.2,28.0,107.8,53.7
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cobbler, apple and Fruit salad, excluding citrus fruits, with marshmallows",668.0,14.7,69.2,37.5
"Tofu yogurt with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake, pudding-type, carrot, dry mix",1633.0,18.8,208.5,37.4
"Yogurt, Greek, plain, lowfat with Cereal, rice crispy, plain and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, butter or sugar",1315.1,27.9,153.3,27.1
"Yogurt, Greek, plain, nonfat with Pudding, bread and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",565.5,25.7,53.8,28.1
"Ramen bowl with beef with Cake or cupcake, apple and Bean cake with Cookie, butterscotch, brownie",1244.2,20.3,161.3,57.9
"Turkey, ground, fat free, pan-broiled crumbles with Oat milk and Fruit salad, excluding citrus fruits, with pudding",431.0,50.4,26.2,14.0
"Frozen yogurts, chocolate with Cobbler, berry and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",1483.6,11.1,110.4,42.3
"Yogurt parfait, lowfat, with fruit and granola with Croissants, apple and Carrot, dehydrated",848.0,24.2,159.1,16.1
"Frozen yogurt, chocolate with Coffee cake, crumb or quick-bread type and Carrot, dehydrated with Cookie, butter or sugar",1201.1,23.1,199.0,37.5
"SILK Key Lime soy yogurt with Cereal, rice crispy, plain and Cake or cupcake, carrot",1463.0,16.5,197.9,21.1
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie, berry and Cake, pudding-type, carrot, dry mix with Cookie, butterscotch, brownie",1141.8,18.6,174.0,43.5
"Frozen yogurt bar, chocolate with Apple, dried and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",808.0,7.7,144.8,26.6
"Frozen yogurt, chocolate with Doughnuts, cake-type, plain, chocolate-coated or frosted and Cake, pudding-type, carrot, dry mix with Cookie, butter or sugar",1359.1,17.8,198.7,55.9
"Frozen yogurt, NFS with Croissants, apple and Bean cake",985.5,21.4,137.9,39.9
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cereal or granola bar (Quaker Granola Bites) and Carrots, raw",855.5,15.3,135.6,28.2
"Ramen bowl with beef with Croissants, apple and Fruit salad, excluding citrus fruits, with pudding",723.5,23.2,96.9,27.3
"Yogurt, Greek, plain, nonfat with Apple, dried and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter",664.0,20.0,131.1,11.1
"Frozen yogurt bar, chocolate with Cereal or granola bar (Quaker Granola Bites) and Burrito bowl, with beans",1002.0,23.3,149.1,35.1
"Fish timbale or mousse with Cereal or granola bar (Quaker Granola Bites) and Cake or cupcake, carrot with Cookie, butter or sugar",1343.6,29.2,164.2,63.1
"Frozen yogurt bar, chocolate with Cake or cupcake, banana and Bean cake",1179.0,14.0,161.9,53.1
"SILK Key Lime soy yogurt with Cobbler, apple and Cake or cupcake, carrot",1251.5,9.1,128.5,32.3
"Frozen yogurt sandwich with Rice cake and Bean cake with Cookie, peanut butter, with chocolate",1379.2,23.5,232.0,41.0
"Frozen yogurt, vanilla with Pie, blueberry, prepared from recipe and Fruit salad, excluding citrus fruits, with marshmallows",809.0,10.3,100.2,42.7
"Turkey, ground, fat free, pan-broiled crumbles with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, with chocolate",1085.2,60.8,89.6,54.4
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Banana, baked and Carrots, glazed, cooked",545.5,10.2,91.9,15.7
"Yogurt, Greek, plain, lowfat with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Fruit salad, excluding citrus fruits, with marshmallows with Chia seeds",1393.4,25.4,148.5,39.5
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Coffee cake, crumb or quick-bread type, with fruit and Cake, pudding-type, carrot, dry mix",1105.0,19.5,180.4,35.6
"Ramen bowl with chicken with Banana chips and Fruit salad, excluding citrus fruits, with marshmallows",1218.5,15.8,128.2,75.7
"Fruit smoothie, with whole fruit and dairy, added protein with Cake or cupcake, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",922.5,16.5,106.9,48.4
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Cake, pudding-type, carrot, dry mix with Nuts, walnuts, glazed",1309.0,20.7,231.0,35.7
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Banana pudding and Fruit salad, excluding citrus fruits, with marshmallows",582.5,15.5,60.8,30.9
"Fish timbale or mousse with Pie, apple, fast food and Carrots, glazed, cooked with Cookie, butterscotch, brownie",855.2,21.2,93.7,45.8
"Frozen yogurt bar, chocolate with Puddings, rice, dry mix and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1173.2,18.0,258.6,10.2
"Frozen yogurt sandwich with Puddings, rice, dry mix, prepared with whole milk and Carrots, glazed, cooked",1163.5,11.6,99.9,16.4
"Chicken, ground, crumbles, cooked, pan-browned with Doughnuts, cake-type, plain, chocolate-coated or frosted and Burrito bowl, with beans with Cookie, peanut butter sandwich",1162.2,51.7,104.1,60.7
"Fruit smoothie, with whole fruit and dairy, added protein with Cereal, rice crispy, flavored and Fruit salad, excluding citrus fruits, with pudding",813.5,20.3,162.2,9.7
"Frozen yogurt bar, chocolate with Banana pudding and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Chia seeds",749.4,12.7,93.7,36.7
"Yogurt, Greek, with oats with Cake or cupcake, gingerbread and Burrito bowl, with beans",766.5,27.3,115.3,22.7
"Frozen yogurt, NFS with Cake or cupcake, banana and Bean cake with Cookie, peanut butter, with chocolate",1244.2,15.2,170.8,56.9
"Fruit smoothie, with whole fruit and dairy, added protein with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with pudding with Cake, pound, commercially prepared, other than all butter, enriched",910.9,17.6,124.5,38.5
"Turnover or hot pocket, beef with Cobbler, apple and Burrito bowl, with beans with Almond milk, chocolate",810.5,26.7,105.5,32.0
"Frozen yogurts, chocolate with Banana, baked and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",1366.8,8.3,107.6,31.8
"Ramen bowl with chicken with Pie, apple, fast food and Gelatin salad with vegetables with Cookie, butter or sugar",793.6,17.3,111.1,32.9
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Croissants, apple and Gelatin salad with vegetables with Chia seeds",652.9,26.7,93.8,19.9
"Egg custards, dry mix with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1409.5,22.3,205.4,56.6
"Turkey, ground, fat free, pan-broiled crumbles with Pie, apple and Cake or cupcake, carrot with Almond milk, chocolate",1051.0,54.2,109.2,44.7
"SILK Key Lime soy yogurt with Apple pie filling and Carrot, dehydrated with Cookie, butter or sugar",1112.6,12.6,155.3,6.3
"Fish timbale or mousse with Cake or cupcake, apple and Burrito bowl, with beans",916.5,26.8,99.0,46.1
"Frozen yogurts, chocolate with Puddings, rice, dry mix, prepared with 2% milk and Carrot, dehydrated with Chia seeds",1931.9,20.0,149.5,13.9
"Yogurt, Greek, with oats with Blueberry pie filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",742.0,16.2,110.2,26.5
"Chicken, ground, crumbles, cooked, pan-browned with Pie fillings, apple, canned and Cake or cupcake, carrot with Cookie, butter or sugar",1357.1,38.4,101.1,37.0
"Yogurt, Greek, strawberry, lowfat with Pudding, bread and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1132.5,22.5,66.8,31.4
"Frozen yogurt, NFS with Banana chips and Cake, pudding-type, carrot, dry mix",1384.0,13.0,199.2,65.6
"Yogurt parfait, lowfat, with fruit and granola with Apple, dried and Burrito bowl, with beans with Cookie, peanut butter sandwich",691.2,15.8,149.8,8.6
"Turnover or hot pocket, beef with Cobbler, berry and Carrot, dehydrated with Cookie, butterscotch, brownie",1097.8,28.3,180.2,32.6
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cake or cupcake, apple and Carrots, raw with Cookie, peanut butter",886.0,13.9,123.1,38.1
"Turnover or breakfast pocket, egg with Cookie, oatmeal, with chocolate chips and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1495.7,33.0,237.1,53.0
"Turkey, ground, fat free, pan-broiled crumbles with Bread, pound cake type, pan de torta salvadoran and Gelatin salad with vegetables with Cookie, peanut butter, with chocolate",943.8,60.8,99.9,34.0
"Yogurt parfait, with fruit with Potato chips, popped, NFS and Cake, pudding-type, carrot, dry mix with Nuts, walnuts, glazed",1349.5,21.7,217.6,45.7
"McDONALD'S, Fruit 'n Yogurt Parfait with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Cake or cupcake, carrot with Cake, pound, commercially prepared, other than all butter, enriched",1722.3,13.4,192.3,47.5
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Banana, raw and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",402.9,15.0,73.8,5.3
"Chicken, ground, crumbles, cooked, pan-browned with Pie, berry and Fruit salad, excluding citrus fruits, with marshmallows",993.5,41.5,76.8,59.0
"Yogurt parfait, lowfat, with fruit and granola with Cereal or Granola bar, NFS and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter, sugar free",1155.0,23.6,145.0,55.0
"Tofu yogurt with Apple, raw and Bean cake",1096.5,11.3,96.1,24.3
"Frozen yogurt sandwich with Cookie, oatmeal, reduced sugar and Carrots, raw",1023.5,13.9,166.1,36.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Cereal or granola bar (Quaker Granola Bites) and Fruit salad, excluding citrus fruits, with marshmallows with Nuts, walnuts, glazed",1661.0,17.9,155.1,53.0
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cake or cupcake, gingerbread and Bean cake",919.5,21.1,119.2,40.2
"Yogurt, Greek, with oats with Banana, raw and Cake or cupcake, carrot with Chia seeds",815.9,19.9,122.2,28.1
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Apple, dried and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter, sugar free",949.5,17.9,186.9,20.0
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cookie, oatmeal, reduced sugar and Fruit salad, excluding citrus fruits, with marshmallows with Nuts, walnuts, glazed",1134.5,13.9,156.1,53.5
"Chicken, ground, crumbles, cooked, pan-browned with Crisp, apple and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",910.8,41.8,71.8,52.3
"Turnover or hot pocket, beef with Crisp, apple and Fruit salad, including citrus fruits, with marshmallows",916.0,21.6,99.0,48.9
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cookie, oatmeal, reduced sugar and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1005.0,19.0,119.1,52.3
"Egg custards, dry mix with Cookie, oatmeal, with chocolate chips and Burrito bowl, with beans",1429.5,27.0,242.8,44.4
"Yogurt, Greek, Blueberry, CHOBANI with Pie, blueberry and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter, with chocolate",1286.8,18.0,102.6,46.9
"Turnover or hot pocket, beef with Potato chips, popped, NFS and Carrot, dehydrated",1394.0,31.1,223.4,44.2
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Carrot, dehydrated with Nuts, walnuts, glazed",1139.0,25.2,189.6,37.3
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type, cheese-filled and Carrots, raw with Cookies, peanut butter sandwich, regular",1321.7,16.5,118.2,31.7
"Fish timbale or mousse with Puddings, rice, ready-to-eat and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",702.1,22.5,54.2,43.3
"Fruit smoothie, with whole fruit and dairy, added protein with Cake or cupcake, gingerbread and Carrot, dehydrated with Cookie, butter or sugar",943.1,25.4,172.8,20.0
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cake or cupcake, apple and Gelatin salad with vegetables",832.0,13.2,118.7,34.3
"Egg custards, dry mix with Crisp, apple and Carrots, glazed, cooked",1034.5,15.5,186.8,26.8
"Yogurt parfait, with fruit with Coffee cake, crumb or quick-bread type, with fruit and Cake or cupcake, carrot",1013.0,16.7,151.2,38.5
"Burrito bowl, chicken with Bananas, dehydrated, or banana powder and Burrito bowl, with beans with Nuts, walnuts, glazed",964.5,46.7,157.3,23.7
"McDONALD'S, Fruit 'n Yogurt Parfait with Sherbet, orange and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1808.5,7.5,90.2,25.6
"Frozen yogurt, vanilla with Potato chips, popped, NFS and Cake, pudding-type, carrot, dry mix with Chia seeds",1381.9,19.6,225.0,47.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie fillings, blueberry, canned and Fruit salad, excluding citrus fruits, with marshmallows",614.0,12.3,85.4,24.9
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, excluding citrus fruits, with pudding with Chia seeds",1415.9,18.6,123.1,39.4
"Fish timbale or mousse with Cake or cupcake, banana and Carrot, dehydrated with Almond milk, chocolate",1139.5,27.0,163.3,44.4
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Banana pudding and Burrito bowl, with beans with Cake, pound, commercially prepared, other than all butter, enriched",562.4,16.4,93.7,14.2
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Strudel, berry and Fruit salad, including citrus fruits, with marshmallows with Nuts, walnuts, glazed",893.5,18.4,100.8,48.0
"Frozen yogurt, chocolate with Cereal, rice crispy, plain and Bean cake with Nuts, walnuts, glazed",1222.5,22.0,209.1,34.0
"Egg custards, dry mix with Pie, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, with chocolate",1370.2,17.4,202.5,56.6
"SILK Key Lime soy yogurt with Coffee cake, crumb or quick-bread type and Cake or cupcake, carrot",1520.0,15.8,155.1,47.0
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Banana nectar and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",449.5,12.1,41.9,25.9
"Turnover or breakfast pocket, egg with Cereal or Granola bar, NFS and Bean cake",1518.0,36.0,192.8,68.0
"Turnover or hot pocket, beef with Cookie, oatmeal, reduced sugar and Carrots, raw with Cookie, peanut butter, with chocolate",1138.2,24.8,160.2,46.4
"SILK Key Lime soy yogurt with Banana nectar and Cake or cupcake, carrot",1037.0,6.4,105.2,19.5
"Egg custards, dry mix with Banana, baked and Carrot, dehydrated with Cookie, peanut butter sandwich",1269.2,21.0,262.3,19.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Cake, pudding-type, carrot, dry mix with Cookie, butterscotch, brownie",1198.8,21.7,191.6,42.7
"Yogurt, Greek, with oats with Cereal, rice crispy, flavored and Cake or cupcake, carrot",1155.5,23.7,210.8,24.4
"Turkey, ground, fat free, pan-broiled crumbles with Pie, banana cream and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",969.1,53.8,72.2,51.9
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with pudding with Nuts, walnuts, glazed",1353.5,13.5,131.6,31.5
"Chicken, ground, crumbles, cooked, pan-browned with Apple, raw and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter sandwich",697.7,38.3,49.6,39.2
"Yogurt, Greek, strawberry, lowfat with Pie, blueberry, commercially prepared and Carrots, raw",1050.5,15.8,80.5,19.1
"Turkey, ground, fat free, pan-broiled crumbles with Cookie, shortbread and Burrito bowl, with beans",1126.5,63.6,113.0,46.8
"Frozen yogurt, NFS with Apple, raw and Gelatin salad with vegetables",343.0,6.2,68.6,5.6
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cake or cupcake, apple and Cake or cupcake, carrot with Cake, pound, commercially prepared, other than all butter, enriched",1087.8,16.8,139.7,51.5
"Turnover or hot pocket, beef with Banana pudding and Fruit salad, excluding citrus fruits, with pudding with Almond milk, chocolate",733.0,21.3,98.0,28.4
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cereal or Granola bar, NFS and Gelatin salad with vegetables",859.0,26.5,111.9,34.8
"Frozen yogurt sandwich with Pie fillings, blueberry, canned and Cake, pudding-type, carrot, dry mix",992.5,11.6,197.4,19.5
"Yogurt, Greek, strawberry, lowfat with Pie fillings, apple, canned and Carrots, glazed, cooked",1385.5,13.3,74.9,6.8
"Yogurt parfait, lowfat, with fruit and granola with Pie, blueberry, prepared from recipe and Cake, pudding-type, carrot, dry mix",908.5,14.2,153.3,29.2
"Burrito bowl, chicken with Pie, blueberry, commercially prepared and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",836.0,36.2,66.9,47.6
"Turkey, ground, fat free, pan-broiled crumbles with Cookie, oatmeal, with chocolate chips and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",1031.3,58.4,123.2,38.2
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Crisp, berry and Fruit salad, including citrus fruits, with marshmallows",793.0,15.1,92.1,41.8
