description,calories,protein,carbs,fat
"Taco, flour tortilla, chicken, cheese with Noodles, japanese, soba, cooked and Spinach, creamed with Beef and noodles, no sauce",692.1,43.1,79.4,23.1
"Stew, beef, canned with Garlic bread, NFS and Stuffed pepper, with rice and meat with Chicken breast, grilled with sauce, skin eaten",724.0,32.7,53.8,41.4
"Shrimp shish kabob with vegetables, excluding potatoes with Macaroni or noodles with cheese and tomato and Beef and broccoli with Stuffed shells, with chicken, with tomato sauce",622.2,41.6,49.3,28.6
"Fajita, chicken with Meat loaf with potatoes, vegetable, frozen meal and Ravioli, cheese and spinach-filled, with cream sauce",833.3,41.0,72.8,42.0
"Swiss steak with Potato, baked, NFS and Brussels sprouts, NS as to form, cooked with Beef and noodles, no sauce",542.4,37.4,70.3,14.3
"Shrimp, grilled with Adobo, with noodles and Spinach, creamed",607.5,60.4,25.3,27.9
"Fish, trout, steamed with Rolls, dinner, wheat and Stuffed pepper, with rice, meatless with Cheese, parmesan, hard",675.0,52.6,39.3,32.8
"Pork shish kabob with vegetables, excluding potatoes with Rice pilaf and Fried green beans",859.1,33.1,99.5,36.3
"Taco, corn tortilla, chicken, cheese with Beef and noodles, no sauce and Broccoli casserole with rice",769.8,49.2,68.4,33.3
"Shrimp shish kabob with vegetables, excluding potatoes with Macaroni or noodles with cheese and meat and Peppers, sweet, green, sauteed with Chicken wing, grilled without sauce",806.3,47.7,46.4,48.7
"Chicken, roasting, dark meat, meat only, cooked, roasted with Tuna noodle casserole with vegetables and mushroom sauce and Kale, NS as to form, cooked with Stir fried beef and vegetables in soy sauce",601.5,56.0,30.8,27.4
"Taco or tostada salad with chicken with Quinoa, no added fat and Ravioli, cheese and spinach-filled, with cream sauce with Squash, winter, acorn, cooked, boiled, mashed, with salt",747.6,30.7,91.6,29.1
"Fish curry with Macaroni or noodles with cheese and Mushrooms, white, stir-fried with Tuna noodle casserole with mushroom sauce",663.1,31.4,66.4,31.1
"Beef stew, canned entree with Macaroni or noodles with cheese and tomato and Kale, NS as to form, cooked",541.7,18.3,57.3,26.9
"Pork shish kabob with vegetables, excluding potatoes with Rolls, dinner, wheat and Salmon salad with Spaghetti sauce with poultry",790.4,49.7,51.3,42.3
"Beef stew, canned entree with Stuffed pepper, with rice, meatless and Pepper steak with Burrito, cheese only",771.7,31.6,52.8,48.0
"Fish, bass, grilled with Pasta, vegetable, cooked and Bean salad, yellow and/or green string beans with Macaroni or noodles with cheese and meat",670.6,51.8,72.1,18.1
"Beef, ground, with egg and onion with Rice noodles, cooked and Broccoli casserole with noodles with Taco, corn tortilla, chicken, cheese",817.5,50.4,74.2,33.8
"Lamb, chop with Rolls, dinner, wheat and Tuna casserole with vegetables and mushroom sauce, no noodles with Tuna noodle casserole with vegetables, cream or white sauce",878.4,68.6,54.6,41.7
"Fish, cod, steamed with Potato pancake and Bean salad, yellow and/or green string beans with Spaghetti sauce with poultry",681.9,41.1,61.4,30.2
"Chicken, roasting, dark meat, meat only, cooked, roasted with Spanish rice with ground beef and Ravioli, cheese and spinach-filled, with cream sauce with Tuna noodle casserole with vegetables and mushroom sauce",809.6,62.0,53.9,36.9
"Burrito, chicken, cheese with Pasta with sauce, NFS and Spinach and cheese casserole",852.5,45.1,101.3,29.6
"Fish, cod, fried with Rice noodles, cooked and Lasagna with meat and spinach with Spaghetti sauce with meat",802.9,43.3,75.8,35.0
"APPLEBEE'S, 9 oz house sirloin steak with Garlic bread, from frozen and Cauliflower, raw with Stir fried beef and vegetables in soy sauce",576.6,54.4,33.6,26.0
"Beef, roast with Garlic bread, frozen and Stuffed pepper, with rice and meat with Cheese, cottage, NFS",825.2,68.2,40.2,42.8
"Steak teriyaki with Couscous, cooked and Green bean casserole with Tuna noodle casserole with vegetables, cream or white sauce",697.7,65.1,60.9,20.9
"Fish, tilapia, NFS with Black beans and white rice and Ravioli, cheese and spinach-filled, with cream sauce with Spaghetti sauce with poultry",853.7,64.9,78.4,31.4
"Fish, tilapia, NFS with Potato from Puerto Rican style stuffed pot roast, with gravy and Stuffed shells, with chicken, with tomato sauce with Spinach, creamed",576.1,52.6,55.9,16.6
"Chicken breast, grilled with sauce, skin eaten with Macaroni or noodles with cheese and egg and Cauliflower, raw with Fish, salmon, baked or broiled, coated",759.3,54.4,54.0,35.8
"Fish, bass, grilled with Fish shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice and meat with Pasta with sauce, NFS",680.5,71.9,31.5,28.0
"Chicken, chicken roll, roasted with Quinoa, fat added and Tuna noodle casserole with mushroom sauce",641.2,55.0,50.8,24.2
"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta with Meat loaf with potatoes, vegetable, frozen meal and Ravioli, cheese and spinach-filled, with cream sauce",867.3,57.5,57.8,45.2
"Lamb or mutton loaf with Long rice noodles, made from mung beans, cooked and Spinach, creamed with Stuffed shells, with chicken, with tomato sauce",624.6,26.9,65.0,27.9
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Rice pilaf and Tuna noodle casserole with mushroom sauce",658.0,52.5,66.0,20.4
"Beef shish kabob with vegetables, excluding potatoes with Fish shish kabob with vegetables, excluding potatoes and Spinach souffle with Clams, steamed or boiled",556.9,57.7,30.3,23.0
"Chicken breast, rotisserie, skin not eaten with Garlic bread, from fast food / restaurant and Fried cauliflower with Fish, trout, baked or broiled",802.5,60.6,59.7,35.8
"Fish curry with Quinoa, no added fat and Broccoli casserole with noodles",510.4,20.1,69.8,17.0
"Beef shish kabob with vegetables, excluding potatoes with Pork shish kabob with vegetables, excluding potatoes and Cauliflower, raw with Macaroni or noodles with cheese",538.6,56.9,30.6,21.5
"Stuffed chicken, drumstick or breast, Puerto Rican style with Soup, potato and Squash, winter, acorn, cooked, boiled, mashed, with salt with Taco, corn tortilla, chicken, cheese",769.9,62.1,56.5,33.6
"Fish, halibut, greenland, cooked, dry heat with Potato, roasted, from fresh, peel eaten, made with butter and Taco or tostada salad with chicken with Cheese, parmesan, hard",896.9,47.8,67.9,48.1
"Chicken thigh, stewed, skin eaten with Chicken, chicken roll, roasted and Ravioli, cheese and spinach-filled, with cream sauce with Tuna noodle casserole with vegetables, cream or white sauce",721.4,66.1,20.3,41.9
"Fish, tofu, and vegetables, tempura with Potato, roasted, from fresh, peel eaten, made with butter and Stuffed shells, with chicken, with tomato sauce with Burrito, beef, cheese",820.2,33.9,77.4,42.7
"Chicken or turkey with stuffing with Quinoa, fat added and Cauliflower, raw with Spaghetti sauce with poultry",699.9,52.2,73.8,22.3
"Fish, tilapia, NFS with Potato from Puerto Rican style stuffed pot roast, with gravy and Kale, NS as to form, cooked",472.1,47.9,33.0,16.9
"Stew, beef with Sweet potato, casserole or mashed and Stuffed pepper, with rice and meat with Squash, winter, acorn, cooked, boiled, mashed, with salt",606.7,30.3,54.5,29.3
"Beef, steak, flank with Couscous, cooked and Stuffed pepper, with rice and meat",858.0,71.5,49.9,40.7
"Beef, roast with Restaurant, Mexican, spanish rice and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",832.4,70.1,71.4,28.7
"Beef, steak, ribeye, NS as to fat eaten with Soup, potato and Cauliflower, raw with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",766.4,56.6,30.0,47.2
"Restaurant, Italian, chicken parmesan without pasta with Macaroni or noodles with cheese and meat and Squash, winter, acorn, cooked, baked, without salt with Squash, winter, butternut, cooked, baked, with salt",761.9,48.9,60.4,36.8
"Chicken thigh, sauteed, skin not eaten with Potato, baked, NFS and Squash, winter, acorn, cooked, baked, without salt",555.6,42.2,63.2,15.6
Steak teriyaki with Spanish rice with ground beef and Tuna noodle casserole with vegetables and mushroom sauce,862.3,84.7,51.1,34.9
"Lomi salmon with Lamb shish kabob with vegetables, excluding potatoes and Stuffed shells, with chicken, with tomato sauce with Tuna casserole with vegetables and mushroom sauce, no noodles",592.5,51.2,39.6,25.7
"Lamb shish kabob with vegetables, excluding potatoes with Beef shish kabob with vegetables, excluding potatoes and Green bean casserole with Tuna noodle casserole with cream or white sauce",627.3,53.8,33.2,31.1
"APPLEBEE'S, 9 oz house sirloin steak with Kidney beans and white rice and Tuna noodle casserole with vegetables and mushroom sauce with Tuna noodle casserole with cream or white sauce",856.4,73.3,67.5,32.6
"Swiss steak with Stew, beef, with pasta and Stuffed shells, with chicken, with tomato sauce with Tuna noodle casserole with vegetables and mushroom sauce",745.3,69.8,59.2,25.7
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Spanish rice, no added fat and Pepper steak with Clams, steamed or boiled",618.9,53.4,40.1,27.2
"Beef, stew meat with Long rice noodles, made from mung beans, cooked and Lasagna with meat and spinach",829.1,66.1,49.8,40.3
"Swiss steak with Chicken, chicken roll, roasted and Kale, NS as to form, cooked with Spaghetti sauce with meat",512.0,61.4,16.9,22.4
"DENNY'S, spaghetti and meatballs with Macaroni or noodles with cheese and Spinach souffle",820.2,34.5,72.6,43.4
"Chicken breast, baked, coated, skin / coating not eaten with Rice, white, cooked, glutinous and Spinach souffle with Pasta with sauce, NFS",797.5,73.0,61.4,26.7
"Soup, miso or tofu with Macaroni or noodles with cheese and tomato and Stuffed pepper, with rice, meatless with Macaroni or noodles with cheese and meat",573.0,18.0,58.5,30.0
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Tuna casserole with vegetables and mushroom sauce, no noodles and Stuffed pepper, with rice, meatless with Beef and noodles, no sauce",669.1,42.9,45.7,35.0
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Quinoa, no added fat and Mushrooms, white, stir-fried with Tuna noodle casserole with vegetables and mushroom sauce",508.4,49.7,55.3,10.8
"Stuffed shells, with chicken, with tomato sauce with Rolls, dinner, wheat and Carrots, glazed, cooked",593.4,28.8,88.1,14.8
"Soup, miso or tofu with Kidney beans and white rice and Kale, NS as to form, cooked with Taco, flour tortilla, chicken, cheese",454.0,21.6,56.9,15.7
"Fish, salmon, baked or broiled with Pasta, cooked, enriched, with added salt and Spinach, creamed with Tuna noodle casserole with vegetables, cream or white sauce",858.6,55.4,65.8,39.6
"Fish, tilapia, steamed with Broccoli casserole with noodles and Peppers, sweet, green, sauteed",576.8,43.3,40.1,28.6
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Rice pilaf and Squash, winter, acorn, cooked, baked, without salt with Cheese, cottage, NFS",559.5,39.6,63.0,17.3
"Macaroni or noodles, creamed, with cheese and tuna with Spanish rice with ground beef and Fried green beans with Stuffed shells, with chicken, with tomato sauce",894.0,36.8,93.5,40.8
"Spanish rice with ground beef with Long rice noodles, made from mung beans, cooked and Green bean casserole",489.2,16.8,74.9,12.8
"Fish, bass, steamed with Garlic bread, from fast food / restaurant and Bean salad, yellow and/or green string beans",503.2,39.8,40.7,19.4
"Fajita, chicken with Adobo, with noodles and Broccoli casserole with noodles with Squash, winter, butternut, cooked, baked, with salt",779.3,55.3,61.8,33.8
"Chicken fillet, grilled with Rolls, dinner, wheat and Fried green beans with Tuna noodle casserole with vegetables, cream or white sauce",753.9,48.0,71.3,31.0
"Fish, trout, grilled with Rolls, dinner, wheat and Green bean casserole with Chicken wing, grilled without sauce",619.5,53.3,38.4,26.8
"Duck, wild, breast, meat only, raw with Potato from Puerto Rican style stuffed pot roast, with gravy and Taco, corn tortilla, chicken, cheese with Clams, steamed or boiled",593.0,55.6,47.3,19.8
"Lamb, chop with Quinoa, no added fat and Macaroni or noodles with cheese and tomato with Fish, salmon, baked or broiled, coated",894.3,62.7,63.3,41.9
"Beef, ground, patty with Dirty rice and Spinach, creamed with Fish, trout, baked or broiled",817.6,56.0,46.0,43.6
"Pepper steak with Pork shish kabob with vegetables, excluding potatoes and Mushrooms, white, stir-fried",591.9,59.6,26.0,29.0
"Taco, corn tortilla, chicken, cheese with Beef shish kabob with vegetables, excluding potatoes and Ravioli, cheese and spinach-filled, with cream sauce with Spaghetti sauce with seafood",814.0,68.4,57.5,35.1
"Lamb, ground with Tuna noodle casserole with vegetables, cream or white sauce and Cauliflower, raw",766.8,59.0,33.0,43.6
"Lamb or mutton loaf with Potato, roasted, from fresh, peel eaten, made with butter and Lasagna with meat and spinach",811.1,44.5,68.3,40.1
"Chicken or turkey with stuffing with Restaurant, Mexican, spanish rice and Corned beef patty with Spaghetti sauce with seafood",882.9,55.8,86.1,35.0
"Chicken thigh, sauteed, skin not eaten with Pasta, vegetable, cooked and Brussels sprouts, NS as to form, cooked",552.7,44.1,54.2,17.9
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Couscous, cooked and Peppers, sweet, green, sauteed",566.8,39.9,53.1,22.6
"Chicken breast, baked, coated, skin / coating not eaten with Pasta, cooked and Stuffed green pepper, Puerto Rican style with Stir fried beef and vegetables in soy sauce",799.2,71.8,81.2,18.6
"Beef, roast, hash with Stew, beef, with pasta and Cauliflower, raw with Taco, flour tortilla, chicken, cheese",576.4,48.0,50.8,20.7
"APPLEBEE'S, 9 oz house sirloin steak with Garlic bread, NFS and Ravioli, cheese and spinach-filled, with cream sauce with Burrito, chicken, cheese",829.6,71.6,49.0,38.6
"Pepper steak with Beef shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice, meatless with Squash, winter, acorn, cooked, boiled, mashed, with salt",722.9,58.8,33.6,39.9
"Restaurant, family style, sirloin steak with Rice dressing and Squash, winter, acorn, cooked, boiled, mashed, with salt with Chicken breast, grilled with sauce, skin eaten",658.8,68.9,39.6,25.0
"Stuffed shells, with chicken, with tomato sauce with Beans and white rice and Spinach, creamed",612.7,30.1,74.1,22.1
"Steak teriyaki with Potato, mashed, from restaurant and Ravioli, cheese and spinach-filled, with cream sauce with Tuna noodle casserole with vegetables and mushroom sauce",822.6,58.6,62.9,37.9
"Stew, beef, with pasta with Garlic bread, from fast food / restaurant and Tuna noodle casserole with mushroom sauce",559.3,30.0,56.3,23.3
"Fish, trout, steamed with Potato, mashed, ready-to-heat and Salmon salad with Rice dressing",821.6,52.9,41.2,48.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Noodle pudding and Stuffed jalapeno pepper",886.0,48.2,91.9,37.9
"Chicken, chicken roll, roasted with Garlic bread, from fast food / restaurant and Broccoli casserole with rice with Taco, corn tortilla, chicken, cheese",792.5,55.5,69.4,33.0
"Salmon salad with Spanish rice, NS as to fat and Mushrooms, white, stir-fried with Ravioli, cheese and spinach-filled, with cream sauce",732.1,32.9,55.6,42.0
"Beef, steak, ribeye, lean only eaten with Stewed potatoes and Broccoli casserole with noodles with Spaghetti sauce with meat",891.3,68.2,57.0,43.5
"Restaurant, family style, sirloin steak with Spanish rice, NS as to fat and Green bean casserole with Chicken wing, grilled without sauce",647.3,59.9,43.3,25.7
"Pork, chop, lean only eaten with Potato, baked, NFS and Spinach souffle",606.5,51.8,53.9,20.0
"Duck, wild, breast, meat only, raw with Potato, roasted, from fresh, peel eaten, made with butter and Peppers, sweet, green, sauteed with Burrito, chicken, cheese",657.8,39.6,57.3,31.0
"Turkey, ground with Garlic bread, from frozen and Tuna noodle casserole with vegetables and mushroom sauce",764.9,57.1,53.2,36.0
"APPLEBEE'S, 9 oz house sirloin steak with Broccoli casserole with noodles and Squash, winter, acorn, cooked, baked, without salt",557.1,50.7,44.4,20.8
"Chicken wing, grilled without sauce with Potato, baked, NFS and Brussels sprouts, NS as to form, cooked with Pulled pork in barbecue sauce",761.1,49.4,65.1,34.3
"Fish, swordfish with Quinoa, no added fat and Broccoli casserole with rice with Cheese, cottage, with vegetables",651.7,44.8,62.0,24.2
"Duck, cooked, skin not eaten with Pork shish kabob with vegetables, excluding potatoes and Fried broccoli with Spinach, creamed",790.4,66.5,36.0,40.9
"Turkey with gravy with Rice pilaf and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Potato, roasted, from fresh, peel eaten, made with butter",552.2,57.5,44.5,15.1
"Chicken breast, grilled with sauce, skin eaten with Chicken curry with rice and Beef and broccoli with Tuna noodle casserole with vegetables and mushroom sauce",868.5,64.7,54.0,42.4
"Beef, pot roast with Quinoa, cooked and Kale, NS as to form, cooked",772.3,60.7,52.8,35.6
"Chicken breast, sauteed, skin eaten with Beans and white rice and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",769.4,74.9,46.4,30.2
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Meat loaf with potatoes, vegetable, frozen meal and Ravioli, cheese and spinach-filled, with cream sauce",691.2,50.0,53.7,30.7
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Pork shish kabob with vegetables, excluding potatoes and Spinach and cheese casserole with Taco, corn tortilla, chicken, cheese",825.1,84.6,31.9,40.2
"Fish, swordfish with Restaurant, Mexican, spanish rice and Tuna noodle casserole with mushroom sauce with Fish, salmon, baked or broiled, coated",874.0,51.1,85.8,35.2
"Fish, salmon, canned with Rice noodles, cooked and Brussels sprouts, NS as to form, cooked with Macaroni or noodles with cheese and meat",564.6,51.6,60.8,13.5
"Shrimp, fried with Potato, mashed, ready-to-heat and Lasagna with meat and spinach with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",716.0,36.9,52.5,39.2
"Fish, cod, fried with Chicken or turkey shish kabob with vegetables, excluding potatoes and Stuffed green pepper, Puerto Rican style with Spaghetti sauce with poultry",765.6,60.4,52.9,34.3
"Tuna noodle casserole with vegetables, cream or white sauce with Noodles, japanese, soba, cooked and Beef and broccoli with Macaroni or noodles with cheese",738.5,42.7,82.2,27.9
"Bologna, turkey with Potato, baked, NFS and Tuna casserole with vegetables and mushroom sauce, no noodles with Spinach, creamed",794.2,39.7,71.2,39.3
"Fish, bass, steamed with Noodles, japanese, soba, cooked and Corned beef patty",534.7,49.8,52.0,14.8
"Lamb shish kabob with vegetables, excluding potatoes with Tuna noodle casserole with mushroom sauce and Cauliflower, raw",578.2,40.2,44.6,27.0
"Fish, bass, grilled with Pork shish kabob with vegetables, excluding potatoes and Tuna casserole with vegetables and mushroom sauce, no noodles",704.9,83.4,26.4,28.2
"Roast beef sandwich on wheat with Spanish rice, no added fat and Cauliflower, raw",502.1,29.2,79.2,7.8
"Fish, swordfish with Chicken, chicken roll, roasted and Fried cauliflower with Spinach and cheese casserole",747.3,56.3,41.2,39.2
"Chicken, chicken roll, roasted with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Pepper steak with Spaghetti sauce with seafood",809.5,91.0,21.0,40.4
"Fish sandwich, grilled with Macaroni or noodles with cheese and meat and Cauliflower, raw with Squash, winter, butternut, cooked, baked, with salt",601.0,42.0,60.2,21.9
"Lamb, chop with Spanish rice, fat added and Kale, NS as to form, cooked with Fish, salmon, baked or broiled",705.2,53.6,36.8,36.5
"Fish, tilapia, fried with Restaurant, Italian, chicken parmesan without pasta and Ravioli, cheese and spinach-filled, with cream sauce",898.9,59.0,60.6,46.7
"Pork, tenderloin with Beef shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice, meatless",775.5,79.4,31.9,35.8
"Chicken or turkey with stuffing with Quinoa, fat added and Squash, winter, acorn, cooked, baked, without salt with Taco, corn tortilla, chicken, cheese",638.2,40.8,76.8,19.8
"Fish sandwich, grilled with Black beans and white rice and Stuffed pepper, with rice and meat with Potato, roasted, from fresh, peel eaten, made with butter",824.6,45.5,92.9,29.7
"Duck, cooked, skin not eaten with Stuffed pepper, with rice and meat and Macaroni or noodles with cheese and tomato",772.4,54.8,36.7,43.9
"Beef, roast with Pork shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice and meat with Potato, roasted, from fresh, peel eaten, made with butter",888.0,89.3,28.6,45.2
"Beef curry with Potato from Puerto Rican style stuffed pot roast, with gravy and Stuffed pepper, with rice, meatless with Tuna noodle casserole with mushroom sauce",709.3,29.1,72.3,34.5
"Salmon salad with Black beans and white rice and Cauliflower, raw with Macaroni or noodles with cheese",834.7,38.8,63.0,47.8
"Duck, cooked, skin not eaten with Macaroni or noodles with cheese and tomato and Stuffed shells, with chicken, with tomato sauce with Pulled pork in barbecue sauce",784.8,58.3,60.6,34.0
"Orange chicken with Wild rice, cooked and Stuffed shells, with chicken, with tomato sauce with Cheese, cottage, with vegetables",827.9,48.6,99.4,27.2
"Chicken thigh, sauteed, skin eaten with Pasta, cooked and Broccoli casserole with noodles with Burrito, cheese only",894.5,52.6,87.7,35.3
"Pork, chop, lean and fat eaten with Flavored pasta and Stuffed shells, with chicken, with tomato sauce",680.7,65.3,48.1,24.7
"Chicken breast, baked, coated, skin / coating eaten with Chicken, chicken roll, roasted and Beef and broccoli",721.7,74.3,15.4,38.6
"Steak teriyaki with Garlic bread, with melted cheese, from frozen and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Tuna casserole with vegetables and mushroom sauce, no noodles",890.2,92.6,43.5,38.4
"Fish, halibut, greenland, cooked, dry heat with Potato from Puerto Rican style stuffed pot roast, with gravy and Taco or tostada salad with chicken",767.5,42.6,63.3,38.2
"Fish, trout, baked or broiled with Spanish rice with ground beef and Lasagna with meat and spinach with Fish, trout, baked or broiled",849.0,70.4,40.2,43.3
"Fish, tilapia, NFS with Sweet potato, casserole or mashed and Corned beef patty",658.8,50.1,48.3,29.6
"Chicken, roasting, meat only, cooked, roasted with Beef shish kabob with vegetables, excluding potatoes and Mushrooms, white, stir-fried with Burrito, chicken, cheese",667.4,86.5,22.3,25.5
"Lamb or mutton loaf with Kidney beans and white rice and Bean salad, yellow and/or green string beans",809.3,41.3,80.0,36.0
"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled with Tuna noodle casserole with mushroom sauce and Spinach souffle with Fish, salmon, baked or broiled",831.6,64.2,28.8,49.7
"Chicken breast, rotisserie, skin eaten with Noodles, cooked and Broccoli casserole with noodles with Taco, flour tortilla, chicken, cheese",828.5,69.1,78.4,26.2
"Pork, chop, lean and fat eaten with Garlic bread, frozen and Tuna noodle casserole with mushroom sauce",733.6,59.6,47.2,33.1
"DENNY'S, spaghetti and meatballs with Sweet potato tots and Macaroni or noodles with cheese and tomato with Macaroni or noodles with cheese",825.7,21.2,120.8,39.5
"Stuffed chicken, drumstick or breast, Puerto Rican style with Rice dressing and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Stir fried beef and vegetables in soy sauce",745.0,72.0,48.5,28.7
"Fish, bass, steamed with Tuna noodle casserole with mushroom sauce and Green bean casserole with Spaghetti sauce with seafood",558.2,59.5,37.8,17.3
"Lomi salmon with Potato patty and Peppers, sweet, green, sauteed with Squash, winter, acorn, cooked, boiled, mashed, with salt",697.2,26.7,45.5,47.2
"Fish sandwich, grilled with Pasta with sauce, NFS and Spinach souffle with Clams, steamed or boiled",690.2,47.5,79.5,19.6
"APPLEBEE'S, 9 oz house sirloin steak with Rice pilaf and Carrots, glazed, cooked",676.3,50.0,65.7,23.8
"Tuna noodle casserole with vegetables, cream or white sauce with Tuna casserole with vegetables and mushroom sauce, no noodles and Brussels sprouts, NS as to form, cooked with Tuna casserole with vegetables and mushroom sauce, no noodles",586.5,38.7,54.1,25.3
"Pot pie, chicken with Potato, roasted, from fresh, peel eaten, made with margarine and Taco or tostada salad with chicken",885.3,30.8,101.4,40.3
"Chicken thigh, rotisserie, skin eaten with Flavored pasta and Macaroni or noodles with cheese and tomato with Tuna noodle casserole with vegetables and mushroom sauce",825.7,53.7,58.5,42.3
"Beef, roast with Restaurant, Italian, chicken parmesan without pasta and Peppers, sweet, green, sauteed",764.7,70.4,23.1,44.1
"Shrimp cocktail with Stuffed pepper, with rice, meatless and Pepper steak with Tuna noodle casserole with vegetables and mushroom sauce",655.9,43.1,43.9,33.6
"Stuffed shells, with chicken, with tomato sauce with Garlic bread, from fast food / restaurant and Carrots, glazed, cooked with Macaroni or noodles, creamed, with cheese and tuna",739.6,31.1,96.2,26.2
"Lamb, ground with Wild rice, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Tuna noodle casserole with vegetables and mushroom sauce",862.7,66.9,63.4,36.8
"Fish, swordfish with Stew, beef, with pasta and Cauliflower, raw with Cheese, parmesan, hard",663.6,57.5,35.9,31.3
"Lamb, ground with Spanish rice, no added fat and Stuffed pepper, with rice, meatless",834.8,46.6,50.1,48.2
"Fish, cod, grilled with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Taco or tostada salad with chicken with Beef and noodles, no sauce",892.8,83.4,44.8,41.6
"Burrito, chicken, cheese with Beans and white rice and Cauliflower, raw with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",865.1,45.4,112.1,26.5
"WENDY'S, Ultimate Chicken Grill Sandwich with Soup, potato and Fried broccoli",795.6,37.0,84.6,34.5
"Beef, roast, hash with Stew, beef, with pasta and Tuna casserole with vegetables and mushroom sauce, no noodles",597.5,49.2,46.3,23.9
"Fish, trout, fried with Shrimp shish kabob with vegetables, excluding potatoes and Stuffed shells, with chicken, with tomato sauce with Cheese, parmesan, hard",825.6,67.0,49.5,39.2
"Chicken breast, baked, coated, skin / coating eaten with Noodles, cooked and Brussels sprouts, NS as to form, cooked",645.7,48.9,61.4,23.2
"Beef stew, canned entree with Potato, roasted, from fresh, peel eaten, made with butter and Macaroni or noodles with cheese and tomato with Tuna noodle casserole with vegetables, cream or white sauce",644.4,19.7,81.8,27.3
"Chicken breast, rotisserie, skin eaten with Stewed potatoes and Fried cauliflower",873.4,67.0,61.3,40.3
"Pork, pickled pork hocks with Broccoli casserole with rice and Stuffed jalapeno pepper with Chicken wing, grilled without sauce",781.0,48.7,45.9,45.5
"TACO BELL, Soft Taco with chicken, cheese and lettuce with Tuna noodle casserole with vegetables and mushroom sauce and Broccoli casserole with rice with Squash, winter, butternut, cooked, baked, with salt",693.5,42.4,79.1,23.7
"Chicken breast, rotisserie, skin not eaten with Tuna noodle casserole with vegetables and mushroom sauce and Beef and broccoli",651.5,71.5,29.5,27.3
"Stir fried beef and vegetables in soy sauce with Stuffed pepper, with rice and meat and Fried cauliflower with Pasta with sauce, NFS",806.8,41.0,57.6,45.9
"Shrimp, grilled with Stewed potatoes and Bean salad, yellow and/or green string beans",502.5,30.7,53.4,18.3
"Fish, salmon, grilled with Pasta, cooked, enriched, with added salt and Brussels sprouts, NS as to form, cooked with Chicken wing, grilled without sauce",863.8,64.7,63.1,38.3
"Beef, steak, ribeye, lean only eaten with Garlic bread, from fast food / restaurant and Spinach souffle with Burrito, cheese only",892.1,60.2,47.5,51.4
"Chicken curry with rice with Macaroni or noodles, creamed, with cheese and tuna and Ravioli, cheese and spinach-filled, with cream sauce with Stuffed shells, with chicken, with tomato sauce",708.1,33.5,85.1,26.0
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Tuna noodle casserole with vegetables, cream or white sauce and Broccoli casserole with noodles with Spaghetti sauce with meat",681.3,57.7,44.6,29.7
"Chicken curry with Chicken curry with rice and Peppers, sweet, green, sauteed",556.2,21.9,43.7,35.0
"Fajita, shrimp with Garlic bread, NFS and Taco, corn tortilla, chicken, cheese with Tuna noodle casserole with cream or white sauce",847.9,44.6,78.8,39.4
"Chicken thigh, sauteed, skin not eaten with Macaroni or noodles, creamed, with cheese and tuna and Spinach, creamed with Spaghetti sauce with poultry",773.7,65.1,40.4,37.2
"Chicken wing, baked, coated with Beans and white rice and Brussels sprouts, NS as to form, cooked",804.1,49.2,69.2,37.3
"Chicken thigh, stewed, skin eaten with Flavored pasta and Carrots, glazed, cooked with Chicken wing, grilled without sauce",749.8,45.9,58.4,37.0
"Taco or tostada salad with chicken with Flavored pasta and Ravioli, cheese and spinach-filled, with cream sauce with Cheese, cottage, with vegetables",722.5,31.2,82.3,30.4
